Date,RELIANCE.NS,RELI_Return,Excess_Market,Risk_Free_Rate,Excess_RELI,Combined,CPI_Shock,General Index,Monthly change IIP,InterestRate,Interest_Shock,USDINR,Monthly change in USD/INR exchange rate
2021-08-01,1038.7467041015625,0.1094924210964134,0.0565691619935831,0.0028981422132603,0.106594278883153,162.9,0.0024615384615385,132.4,0.0068441064638784,6.28,0.0700000000000002,73.41120147705078,-0.0113235661902285
2021-09-01,1158.8524169921875,0.1156256019069705,0.0417868820992113,0.0026783476395397,0.1129472542674308,163.2,0.0018416206261508,129.5,-0.0219033232628399,6.19,-0.0899999999999998,74.3219985961914,0.0124067867139505
2021-10-01,1166.6724853515625,0.0067481141210992,-0.011414027975939,0.0026969634872962,0.0040511506338029,165.5,0.014093137254902,135.0,0.0424710424710423,6.36,0.1699999999999999,74.79720306396484,0.0063938601860713
2021-11-01,1106.4814453125,-0.0515920627209482,-0.0095042712403288,0.0030726726506564,-0.0546647353716046,166.7,0.0072507552870089,128.0,-0.0518518518518518,6.35,-0.0100000000000006,75.05490112304688,0.0034452900446244
2021-12-01,1089.3465576171875,-0.0154859241136873,0.0382312357835435,0.0029796727850839,-0.0184655968987712,166.2,-0.002999400119976,138.8,0.084375,6.44,0.0900000000000007,74.43119812011719,-0.0083099570260865
2022-01-01,1097.8336181640625,0.0077909646728395,-0.015480413373386,0.0030303333255303,0.0047606313473092,165.7,-0.0030084235860409,139.3,0.0036023054755043,6.64,0.1999999999999993,75.03900146484375,0.0081659755596799
2022-02-01,1085.3905029296875,-0.0113342450335816,-0.0434357258767215,0.0028536075972194,-0.014187852630801,166.1,0.0024140012070006,131.4,-0.0567121320890166,6.75,0.1100000000000003,75.06800079345703,0.0003864567497857
2022-03-01,1211.9822998046875,0.1166324899041435,0.0470826488018613,0.0031509481784788,0.1134815417256647,167.7,0.0096327513546057,148.8,0.1324200913242008,6.82,0.0700000000000002,75.82779693603516,0.0101214383565193
2022-04-01,1283.51220703125,0.0590189371891731,0.013951084342089,0.0030598145461111,0.055959122643062,170.1,0.0143112701252237,134.5,-0.0961021505376344,7.11,0.29,76.58899688720703,0.0100385344415845
2022-05-01,1211.0162353515625,-0.0564824948937336,-0.0654970210013187,0.0039284837858015,-0.0604109786795351,171.7,0.0094062316284537,137.8,0.0245353159851302,7.39,0.2799999999999993,77.5208969116211,0.0121675444553279
